Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
LJP007_NEU_24H:B14	DB12200	Tivantinib	-0.3396009389758753	-1.9559468367086772	<1e-05	<1e-05	NEU
CPC014_SKB_24H:BRD-K01493881-001-19-5:10	DB07352	Apigenin	0.3139251139056556	1.9557793223577475	<1e-05	<1e-05	SKB
CPC018_SKB_24H:BRD-A91699651-316-06-7:10	DB00608	Chloroquine	-0.31892749881747706	-1.9546717277884957	<1e-05	<1e-05	SKB
CPC012_NPC_24H:BRD-K14550461-001-01-3:10	DB06410	Doxercalciferol	0.36064479218592366	1.9542168219963572	<1e-05	<1e-05	NPC
LJP007_SKL_24H:K12	DB11962	GSK-1059615	-0.31346192566834313	-1.9530985209517087	<1e-05	<1e-05	SKL
LJP007_NEU_24H:B08	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	-0.3504749031422788	-1.9518338170750618	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-A54880345-001-11-8:10	DB00292	Etomidate	0.33390797810020373	1.9508852629090998	<1e-05	<1e-05	SKB
LJP007_NPC.TAK_24H:I24	DB13005	Rebastinib	-0.3471696851833244	-1.9500811260855428	<1e-05	<1e-05	NPC.TAK
CPC017_SKB_24H:BRD-K29173907-001-03-5:10	DB14640	Isoflupredone acetate	-0.348945450190423	-1.9496524004993498	<1e-05	<1e-05	SKB
LJP008_NEU_24H:G18	DB01254	Dasatinib	-0.3351673521344757	-1.9489983415079533	<1e-05	<1e-05	NEU
LJP007_NPC.TAK_24H:F02	DB12848	PF-04217903	-0.35426078910191366	-1.9478772567636098	<1e-05	<1e-05	NPC.TAK
DOSBIO002_NPC_24H:BRD-A75409952:3.33333	DB08059	Wortmannin	-0.38139860947616433	-1.947618292954287	<1e-05	<1e-05	NPC
CPC017_SKB_24H:BRD-K13646352-001-01-2:10	DB06595	Midostaurin	-0.3515059638738394	-1.946157077070685	<1e-05	<1e-05	SKB
CPC015_SKB_24H:BRD-A87445400-003-03-6:10	DB01392	Yohimbine	-0.3405507898156697	-1.9453478614029125	<1e-05	<1e-05	SKB
CPC018_SKB_24H:BRD-K97181089-003-14-8:10	DB00594	Amiloride	-0.3209986678494633	-1.9453168391279143	<1e-05	<1e-05	SKB
LJP008_NEU_24H:M02	DB02709	Resveratrol	0.30999808735856565	1.9439264965448801	<1e-05	<1e-05	NEU
LJP009_NEU_24H:D22	DB13061	MLN8054	-0.3830472078234785	-1.943324960293001	<1e-05	<1e-05	NEU
CPC017_NPC_24H:BRD-K79124250-001-03-0:10	DB09313	Ioxaglic acid	0.35058055556731754	1.9422954575395952	<1e-05	<1e-05	NPC
NMH002_NEU_6H:BRD-K28912512-001-19-0:10	DB02701	Nicotinamide	0.3398845408897412	1.9417384461836842	<1e-05	<1e-05	NEU
NMH002_NEU_24H:BRD-K32107296-001-11-0:10	DB00853	Temozolomide	-0.3661235484840076	-1.9414155183371773	<1e-05	<1e-05	NEU
LJP007_NPC.TAK_24H:E21	DB12021	Dinaciclib	-0.3295941679288039	-1.9408714336757982	<1e-05	<1e-05	NPC.TAK
NMH002_NEU_6H:BRD-A93000692-001-06-5:10	DB09201	Ciglitazone	0.35717851079239343	1.938815874193213	<1e-05	<1e-05	NEU
DOSBIO001_NEU_24H:BRD-A75409952:1.11111	DB08059	Wortmannin	-0.3405979290603319	-1.9372825898553816	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-A34806832-001-02-7:10	DB13307	Proscillaridin	-0.3541446509376793	-1.936312462068377	<1e-05	<1e-05	SKB
CPC015_NPC_24H:BRD-A41250306-001-03-4:10	DB13532	Cyclopenthiazide	0.3395399777571826	1.9360563640460156	<1e-05	<1e-05	NPC
NMH002_NEU_6H:BRD-K71879491-001-30-9:10	DB00982	Isotretinoin	-0.3445868190860663	-1.9352893719201598	<1e-05	<1e-05	NEU
LJP007_SKL_24H:C02	DB11800	Tivozanib	0.3468801329941428	1.9335105199569937	<1e-05	<1e-05	SKL
LJP007_NEU_24H:O03	DB07101	PD-0325901	0.3074293233208291	1.9334236340808935	<1e-05	<1e-05	NEU
LJP007_SKL.C_24H:K04	DB12064	BMS-777607	0.35595569249620473	1.930434361041517	<1e-05	<1e-05	SKL.C
NMH002_NEU_6H:BRD-K76723084-001-19-0:10	DB00982	Isotretinoin	-0.3414368535931862	-1.928849820843004	<1e-05	<1e-05	NEU
CPC012_SKB_24H:BRD-K72238567-001-12-4:10	DB04441	2-Fluoroadenosine	-0.325687233592028	-1.9284960473499257	<1e-05	<1e-05	SKB
LJP008_NEU_24H:I11	DB11830	Mocetinostat	-0.3550925087841808	-1.927954364209912	<1e-05	<1e-05	NEU
CPC013_SKB_24H:BRD-K63068307-001-01-4:10	DB12904	ZSTK-474	-0.32449471355157217	-1.9269493135075317	<1e-05	<1e-05	SKB
CPC016_NEU_24H:BRD-K35629949-001-01-2:10	DB04867	Lintitript	0.32252398479293193	1.9257295816724076	<1e-05	<1e-05	NEU
LJP007_SKL_24H:K06	DB12064	BMS-777607	0.3454822339727405	1.9231460063409103	<1e-05	<1e-05	SKL
NMH001_NEU_24H:BRD-K47029922-001-02-0:10	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	-0.32255686591742116	-1.9228114215921948	<1e-05	<1e-05	NEU
LJP007_NEU_24H:K24	DB01590	Everolimus	-0.32085197608922283	-1.9204780677107196	<1e-05	<1e-05	NEU
LJP009_NEU_24H:L24	DB12588	AZD-1480	-0.34585086908923834	-1.9202174295079664	<1e-05	<1e-05	NEU
CPC015_NPC_24H:BRD-K15409150-001-01-7:10	DB13791	Penfluridol	-0.29269512914079787	-1.9202156682062668	<1e-05	<1e-05	NPC
CPC014_SKB_24H:BRD-K15891719-001-01-0:10	DB14126	Tenofovir	-0.3086504540830495	-1.9172937151150156	<1e-05	<1e-05	SKB
NMH001_NEU_24H:BRD-K21283037-001-16-5:10	DB00740	Riluzole	-0.34050169566562816	-1.9164786831142733	<1e-05	<1e-05	NEU
LJP008_NPC.CAS9_24H:K09	DB11962	GSK-1059615	-0.3365392162338942	-1.9152268639980172	<1e-05	<1e-05	NPC.CAS9
LJP008_SKL_24H:K08	DB11962	GSK-1059615	-0.3412827692096426	-1.9129844376811358	<1e-05	<1e-05	SKL
LJP008_SKL.C_24H:D23	DB13978	Selisistat	-0.35864218658170394	-1.9125687333201986	<1e-05	<1e-05	SKL.C
CPC013_NEU_24H:BRD-K65261396-002-01-3:10	DB00864	Tacrolimus	0.3429071888950004	1.910700668095614	<1e-05	<1e-05	NEU
CPC014_NPC_24H:BRD-K38615104-001-06-8:10	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	-0.3324860635936186	-1.9098866654270088	<1e-05	<1e-05	NPC
LJP007_NEU_24H:D01	DB12494	SGI-1776	-0.32297470216232355	-1.9096690787339359	<1e-05	<1e-05	NEU
NMH001_NEU_6H:BRD-K52075040-001-06-3:10	DB01034	Cerulenin	-0.3435384609004556	-1.9087437862550052	<1e-05	<1e-05	NEU
LJP007_NEU_24H:P23	DB11886	Infigratinib	0.33150209580955	1.9079266527258207	<1e-05	<1e-05	NEU
LJP009_NPC.TAK_24H:D24	DB13061	MLN8054	-0.34961226161982584	-1.9078776874265386	<1e-05	<1e-05	NPC.TAK
CPC016_SKB_24H:BRD-K84175871-003-02-2:10	DB14752	Racephedrine	-0.3069142342542704	-1.9071654111209486	<1e-05	<1e-05	SKB
LJP007_NEU_24H:O01	DB07101	PD-0325901	0.30700174874394354	1.9062996637562313	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-K45252063-001-06-0:10	DB00636	Clofibrate	-0.32466318570800584	-1.9025388231274905	<1e-05	<1e-05	SKB
NMH002_NEU_6H:BRD-K13005598-001-01-5:10	DB13034	Foxy-5	-0.3557877718631665	-1.9023377273969333	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-K54314721-001-04-5:10	DB00315	Zolmitriptan	-0.3720295675981121	-1.899056296815011	<1e-05	<1e-05	SKB
CPC015_SKB_24H:BRD-K12539581-001-14-6:10	DB08313	Nocodazole	-0.3244934087717168	-1.8982559560908592	<1e-05	<1e-05	SKB
LJP008_SKL.C_24H:G24	DB00928	Azacitidine	-0.3404007487946917	-1.8979322121904603	<1e-05	<1e-05	SKL.C
CPC017_SKB_24H:BRD-K24201553-003-02-4:10	DB13988	SB-269970	-0.35528437228484566	-1.8969474446730357	<1e-05	<1e-05	SKB
CPC016_SKB_24H:BRD-A97479839-003-08-3:10	DB13351	Piperidolate	-0.37614143988679716	-1.8963031162156283	<1e-05	<1e-05	SKB
LJP007_NEU_24H:D20	DB06616	Bosutinib	-0.3278464683043621	-1.8950595736619258	<1e-05	<1e-05	NEU
CPC015_NPC_24H:BRD-A09056319-001-05-5:10	DB00346	Alfuzosin	0.338627068558315	1.89419455557609	<1e-05	<1e-05	NPC
CPC017_NPC_24H:BRD-K07691486-001-04-9:10	DB06195	Seliciclib	-0.36252333832142286	-1.8927570727809888	<1e-05	<1e-05	NPC
LJP009_SKL.C_24H:K09	DB11962	GSK-1059615	-0.36091993598396827	-1.892255011839485	<1e-05	<1e-05	SKL.C
NMH002_NEU_6H:BRD-K35923252-001-03-6:10	DB07558	acetylleucyl-leucyl-norleucinal	0.4030559761763051	1.8918761379730302	<1e-05	<1e-05	NEU
CPC017_NPC_24H:BRD-K74141488-003-03-9:10	DB00735	Naftifine	0.3664587309048205	1.8900393540112215	<1e-05	<1e-05	NPC
LJP008_NEU_24H:B03	DB00877	Sirolimus	-0.2966906389996681	-1.889462940925038	<1e-05	<1e-05	NEU
CPC018_SKB_24H:BRD-A75409952:10	DB08059	Wortmannin	0.304797205933162	1.8894407970644314	<1e-05	<1e-05	SKB
LJP008_SKL.C_24H:C08	DB13877	Iniparib	-0.38031738649614855	-1.8893911362218743	<1e-05	<1e-05	SKL.C
LJP009_NEU_24H:O22	DB07232	Veliparib	-0.32633743443658475	-1.8892449070693085	<1e-05	<1e-05	NEU
CPC012_SKB_24H:BRD-K35483542-001-03-1:10	DB00982	Isotretinoin	-0.3311494089679608	-1.8890729267998612	<1e-05	<1e-05	SKB
CPC018_SKB_24H:BRD-K43887077-001-02-8:10	DB00988	Dopamine	-0.32474571798198343	-1.8867142816489673	<1e-05	<1e-05	SKB
NMH002_NEU_24H:BRD-A41145729-001-04-3:10	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	-0.3310597748311961	-1.8861622579766404	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-K39987650-001-15-9:10	DB09020	Bisacodyl	-0.32299086503222635	-1.8859180709370789	<1e-05	<1e-05	SKB
CPC014_NPC_24H:BRD-A60245366-001-01-1:10	DB08022	(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile	-0.3350991359672814	-1.8856648756046612	<1e-05	<1e-05	NPC
CPC015_NPC_24H:BRD-A43882281-001-11-4:10	DB06762	Pinacidil	0.33982329943192285	1.8843092107936565	<1e-05	<1e-05	NPC
CPC014_NEU_24H:BRD-K64052750-001-04-3:10	DB00317	Gefitinib	0.31257237485368905	1.8841049287168983	<1e-05	<1e-05	NEU
LJP008_NEU_24H:F05	DB12376	Ricolinostat	-0.342150109302896	-1.8838448413580964	<1e-05	<1e-05	NEU
CPC018_NPC_24H:BRD-K43860855-065-03-6:10	DB06704	Iobenguane	0.3504570851086991	1.8819435080440592	<1e-05	<1e-05	NPC
NMH002_NEU_6H:BRD-A75409952-001-06-5:10	DB08059	Wortmannin	-0.32428293568859323	-1.8814403391902295	<1e-05	<1e-05	NEU
CPC018_NPC_24H:BRD-K92778217-001-17-8:10	DB00784	Mefenamic acid	0.36254330397752	1.8798678061993592	<1e-05	<1e-05	NPC
LJP007_NEU_24H:K07	DB11962	GSK-1059615	-0.359147361679304	-1.8797444071406442	<1e-05	<1e-05	NEU
CPC015_NPC_24H:BRD-A14966924-001-03-0:10	DB13233	Alaproclate	0.30151229842098476	1.877019800878194	<1e-05	<1e-05	NPC
CPC012_SKB_24H:BRD-A19248578-001-03-7:10	DB08080	Latrunculin B	-0.33096189504677276	-1.875361745337287	<1e-05	<1e-05	SKB
CPC016_SKB_24H:BRD-K81709173-001-03-8:10	DB06786	Halcinonide	0.32663274015538424	1.8744322737919268	<1e-05	<1e-05	SKB
NMH002_NPC_6H:BRD-K38775274-001-17-1:10	DB01234	Dexamethasone	-0.33480426860938095	-1.8732563893433969	<1e-05	<1e-05	NPC
CPC016_SKB_24H:BRD-K63675182-003-14-5:10	DB00508	Triflupromazine	-0.39443834902418057	-1.873243619640494	<1e-05	<1e-05	SKB
CPC015_NPC_24H:BRD-A64092382-003-09-2:10	DB07129	(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	-0.35230913339521075	-1.8726946383365428	<1e-05	<1e-05	NPC
CPC014_NPC_24H:BRD-K66956375-001-05-5:10	DB16495	Oleic monoethanolamide	-0.3501706637090852	-1.872618365360829	<1e-05	<1e-05	NPC
NMH001_NPC_24H:BRD-K25075681-001-01-2:10	DB06455	Meclinertant	-0.32011770716020854	-1.8722180811070932	<1e-05	<1e-05	NPC
CPC014_SKB_24H:BRD-K94294671-003-01-3:10	DB12387	OSI-027	-0.33664274748549583	-1.871682770033782	<1e-05	<1e-05	SKB
CPC015_NPC_24H:BRD-K59753853-001-01-5:10	DB04175	Mdl-29951	-0.3318142606606165	-1.8716397873880106	<1e-05	<1e-05	NPC
CPC016_SKB_24H:BRD-K93461745-003-14-4:10	DB00490	Buspirone	-0.3343009464769293	-1.8716269976539932	<1e-05	<1e-05	SKB
CPC015_SKB_24H:BRD-A33447119-001-03-3:10	DB11446	Oxfendazole	-0.3061437828454271	-1.8704431683594107	<1e-05	<1e-05	SKB
CPC016_SKB_24H:BRD-K82865713-001-02-6:10	DB02304	Prostaglandin B2	0.3491058950596834	1.8688570120689891	<1e-05	<1e-05	SKB
NMH001_NEU_24H:BRD-K09557221-001-01-6:10	DB13070	Surinabant	-0.33496139530904323	-1.8686965352248166	<1e-05	<1e-05	NEU
CPC015_SKB_24H:BRD-A68009927-003-02-9:10	DB00694	Daunorubicin	-0.30999737623580786	-1.868638376757677	<1e-05	<1e-05	SKB
NMH002_NEU_6H:BRD-K62012036-001-10-2:10	DB00459	Acitretin	-0.30900281250585043	-1.868482168388728	<1e-05	<1e-05	NEU
NMH002_NEU_24H:BRD-K35960502-001-16-8:10	DB06803	Niclosamide	-0.3375891370647517	-1.8676229179645634	<1e-05	<1e-05	NEU
CPC018_NPC_24H:BRD-K88701661-001-01-1:10	DB14089	Dimercaptosuccinic acid	0.3724290445271887	1.8670794336508447	<1e-05	<1e-05	NPC
LJP009_NPC.TAK_24H:B16	DB11805	Saracatinib	-0.35017780966122436	-1.8668713413445108	<1e-05	<1e-05	NPC.TAK
CPC018_NPC_24H:BRD-K32501161-300-04-7:10	DB03701	Vanoxerine	-0.33265114116970657	-1.8654616155233978	<1e-05	<1e-05	NPC
CPC014_NEU_24H:BRD-K81783531-001-01-4:10	DB11954	Lomibuvir	0.40077620860836044	1.8651425410918459	<1e-05	<1e-05	NEU
CPC018_SKB_24H:BRD-K61250553-003-16-5:10	DB00836	Loperamide	-0.30210919784889867	-1.8650961535556714	<1e-05	<1e-05	SKB
NMH002_NPC_6H:BRD-K41170226-001-10-4:10	DB03619	Deoxycholic acid	-0.3052973773562787	-1.8648525255929043	<1e-05	<1e-05	NPC
CPC014_NEU_24H:BRD-K78431006-001-02-9:10	DB08865	Crizotinib	-0.3531960440393209	-1.864445592277284	<1e-05	<1e-05	NEU
NMH002_NEU_6H:BRD-K17953061-001-12-7:10	DB02010	Staurosporine	-0.3153950892813472	-1.8637909309046583	<1e-05	<1e-05	NEU
CPC014_NEU_24H:BRD-K66956375-001-05-5:10	DB16495	Oleic monoethanolamide	-0.3366435493132139	-1.8624516989020603	<1e-05	<1e-05	NEU
NMH002_NEU_24H:BRD-K35923252-001-03-6:10	DB07558	acetylleucyl-leucyl-norleucinal	0.3754700637176179	1.8606268311435183	<1e-05	<1e-05	NEU
LJP009_SKL.C_24H:N10	DB08896	Regorafenib	0.3264135290635178	1.8604856936471208	<1e-05	<1e-05	SKL.C
NMH002_NEU_24H:BRD-K43880410-001-09-4:10	DB02789	Pregnenolone	-0.3398909649540243	-1.8595768314122543	<1e-05	<1e-05	NEU
CPC015_NPC_24H:BRD-A51714012-001-03-1:10	DB00285	Venlafaxine	0.3314082151361644	1.8593978635026398	<1e-05	<1e-05	NPC
CPC016_NEU_24H:BRD-K12513978-001-16-7:10	DB08981	Fenbufen	0.3277550135813345	1.8590532819703744	<1e-05	<1e-05	NEU
LJP008_SKL.C_24H:I04	DB16239	Molibresib	0.34526773124093724	1.858915701108435	<1e-05	<1e-05	SKL.C
NMH002_NEU_24H:BRD-K27305650-001-11-7:10	DB02656	LY-294002	-0.3350548614505357	-1.8585453036688575	<1e-05	<1e-05	NEU
LJP007_NPC_24H:P16	DB05294	Vandetanib	-0.36265896725202373	-1.8578015555901637	<1e-05	<1e-05	NPC
CPC015_NPC_24H:BRD-K28183345-003-07-2:10	DB01131	Proguanil	-0.35666313326870425	-1.8576355536025124	<1e-05	<1e-05	NPC
CPC012_NEU_24H:BRD-M07438658-001-01-1:10	DB01259	Lapatinib	-0.3623465093228433	-1.8574097400377567	<1e-05	<1e-05	NEU
CPC013_NPC_24H:BRD-K15600710-066-01-7:10	DB12191	Obatoclax	0.3280076676170996	1.85723671776377	<1e-05	<1e-05	NPC
NMH002_NPC_6H:BRD-K17561142-003-25-9:10	DB01118	Amiodarone	-0.3108480984233223	-1.8571710603954377	<1e-05	<1e-05	NPC
LJP007_SKL.C_24H:K08	DB11962	GSK-1059615	-0.33416056618303636	-1.8565099115963004	<1e-05	<1e-05	SKL.C
NMH002_NPC_6H:BRD-K26521938-001-06-4:10	DB00917	Dinoprostone	0.29670744661922155	1.8539442731185742	<1e-05	<1e-05	NPC
LJP007_NEU_24H:G09	DB11963	Dacomitinib	0.3236653641527591	1.8531139920113173	<1e-05	<1e-05	NEU
LJP009_NEU_24H:E10	DB01782	Pyrazolanthrone	-0.34824065629165074	-1.853092689838836	<1e-05	<1e-05	NEU
LJP007_SKL.C_24H:D20	DB06616	Bosutinib	-0.32886333300450377	-1.8530784471806532	<1e-05	<1e-05	SKL.C
LJP008_NEU_24H:D01	DB09074	Olaparib	-0.33774119457623997	-1.8527652757103414	<1e-05	<1e-05	NEU
CPC014_SKB_24H:BRD-K28428262-001-01-7:10	DB11958	Brivanib	0.28540428729998496	1.8519425105154572	<1e-05	<1e-05	SKB
CPC017_SKB_24H:BRD-K30240666-051-08-4:10	DB00283	Clemastine	-0.3490184275653662	-1.8519202524860157	<1e-05	<1e-05	SKB
LJP007_NPC.TAK_24H:K23	DB01590	Everolimus	-0.355627924964251	-1.8517036994324827	<1e-05	<1e-05	NPC.TAK
LJP008_NPC_24H:L19	DB05015	Belinostat	0.37996391951204006	1.8508984494538583	<1e-05	<1e-05	NPC
LJP007_NEU_24H:K20	DB01590	Everolimus	0.31521499293704414	1.8498218275868907	<1e-05	<1e-05	NEU
CPC018_NPC_24H:BRD-K81418486:10	DB02546	Vorinostat	0.3674738256977815	1.8486033721847783	<1e-05	<1e-05	NPC
CPC017_SKB_24H:BRD-K49577446-001-03-1:10	DB00180	Flunisolide	-0.34036328293683943	-1.8479610189754139	<1e-05	<1e-05	SKB
NMH002_NEU_6H:BRD-K13927029-001-02-7:10	DB00162	Vitamin A	-0.33736260177403177	-1.844930490912227	<1e-05	<1e-05	NEU
CPC015_NPC_24H:BRD-A26334849-003-16-7:10	DB15410	(S)-Propafenone	0.302312655566335	1.8447479428214337	<1e-05	<1e-05	NPC
LJP007_SKL_24H:K23	DB01590	Everolimus	-0.31439792787710324	-1.8439760382424837	<1e-05	<1e-05	SKL
LJP008_NEU_24H:L17	DB08756	Y-27632	0.33881219136190877	1.8438701783662985	<1e-05	<1e-05	NEU
DOSBIO002_NPC_24H:BRD-A19500257:1.11111	DB02424	Geldanamycin	-0.3259576571928681	-1.8436130966795392	<1e-05	<1e-05	NPC
CPC018_NPC_24H:BRD-K03384561-001-01-9:10	DB11366	Roquinimex	0.3263127173241786	1.8430738271996678	<1e-05	<1e-05	NPC
LJP008_NEU_24H:M17	DB01262	Decitabine	0.30265275781903445	1.8427995904500758	<1e-05	<1e-05	NEU
NMH002_NEU_24H:BRD-K99792991-001-29-9:10	DB00756	Hexachlorophene	-0.35218030267158396	-1.8408347663208797	<1e-05	<1e-05	NEU
CPC017_SKB_24H:BRD-K23478508-001-03-7:10	DB00390	Digoxin	-0.3438627199171152	-1.8398147249084393	<1e-05	<1e-05	SKB
CPC014_NEU_24H:BRD-K09436313-001-01-2:10	DB02056	Prostaglandin D2	-0.34640636071717595	-1.8393549360542256	<1e-05	<1e-05	NEU
LJP007_NPC_24H:O01	DB07101	PD-0325901	0.3540727214805453	1.8392578371521493	<1e-05	<1e-05	NPC
LJP009_SKL.C_24H:E20	DB08901	Ponatinib	-0.31773340444473314	-1.837014593275815	<1e-05	<1e-05	SKL.C
LJP008_SKL_24H:K07	DB11962	GSK-1059615	-0.34785446595538744	-1.8366044146059692	<1e-05	<1e-05	SKL
LJP009_NEU_24H:D01	DB11775	PF-03758309	-0.32852767599252564	-1.8363422294655407	<1e-05	<1e-05	NEU
LJP008_SKL_24H:K09	DB11962	GSK-1059615	-0.3153363034834131	-1.8357277245525758	<1e-05	<1e-05	SKL
CPC016_NEU_24H:BRD-A69815203-001-05-0:10	DB00091	Cyclosporine	-0.3294788770655269	-1.8357252474681867	<1e-05	<1e-05	NEU
NMH002_NPC_24H:BRD-K52313696-001-10-7:10	DB12291	Tacedinaline	-0.315377842710653	-1.8345693001849546	<1e-05	<1e-05	NPC
LJP007_NEU_24H:J24	DB03044	Doramapimod	-0.3202952131357536	-1.8336293858176822	<1e-05	<1e-05	NEU
CPC017_SKB_24H:BRD-A64125466-236-03-8:10	DB11622	Dehydrocholic acid	-0.33858344314349814	-1.8327470594087918	<1e-05	<1e-05	SKB
NMH002_NEU_24H:BRD-K80738081-001-33-6:10	DB02709	Resveratrol	-0.34560739781829863	-1.8321591429499993	<1e-05	<1e-05	NEU
CPC016_SKB_24H:BRD-A36066264-001-03-1:10	DB13953	Estradiol benzoate	0.28294320703177595	1.831918092565496	<1e-05	<1e-05	SKB
LJP007_SKL_24H:K08	DB11962	GSK-1059615	-0.31965366527072625	-1.8318288691672566	<1e-05	<1e-05	SKL
CPC014_SKB_24H:BRD-K58772419-001-01-3:10	DB14980	AZD-6482	-0.34116357261394675	-1.8318052509952805	<1e-05	<1e-05	SKB
CPC015_NPC_24H:BRD-A09094913-001-03-1:10	DB15954	Strychnine	-0.35423071149747176	-1.8315286312605135	<1e-05	<1e-05	NPC
LJP009_NEU_24H:E16	DB13113	JNJ-38877605	-0.32016864757700214	-1.8311832533023709	<1e-05	<1e-05	NEU
LJP008_SKL_24H:I09	DB11830	Mocetinostat	-0.3528119561231659	-1.8311028149882826	<1e-05	<1e-05	SKL
LJP009_NEU_24H:D24	DB13061	MLN8054	-0.31790551034940223	-1.8299345150478807	<1e-05	<1e-05	NEU
LJP007_SKL_24H:D24	DB06616	Bosutinib	-0.33802289069622093	-1.829483798483149	<1e-05	<1e-05	SKL
CPC017_SKB_24H:BRD-K98769987-001-09-6:10	DB01205	Flumazenil	-0.3552452902813367	-1.8280417921262353	<1e-05	<1e-05	SKB
NMH002_NPC_24H:BRD-K01292756-001-20-1:10	DB01100	Pimozide	-0.31083227760921867	-1.8276588467653336	<1e-05	<1e-05	NPC
CPC015_NPC_24H:BRD-A00546892-001-01-8:10	DB00810	Biperiden	0.3282904565974849	1.8273177566797643	<1e-05	<1e-05	NPC
LJP007_SKL_24H:K09	DB11962	GSK-1059615	-0.33780711762056354	-1.826034964302792	<1e-05	<1e-05	SKL
LJP009_NPC_24H:B13	DB11805	Saracatinib	-0.3081792808029428	-1.8256342308902185	<1e-05	<1e-05	NPC
CPC016_NEU_24H:BRD-K18574842-323-03-3:10	DB00607	Nafcillin	-0.3671443626882505	-1.8238020428665271	<1e-05	<1e-05	NEU
CPC014_SKB_24H:BRD-K73838513-003-01-4:10	DB01012	Cinacalcet	0.3055790398896178	1.82352260206078	<1e-05	<1e-05	SKB
LJP007_NEU_24H:B12	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	-0.30540449098420475	-1.8232285435058428	<1e-05	<1e-05	NEU
LJP009_NPC.TAK_24H:O19	DB07232	Veliparib	-0.3399720253357257	-1.8231699734477627	<1e-05	<1e-05	NPC.TAK
LJP009_NEU_24H:E18	DB13113	JNJ-38877605	-0.3253447834153381	-1.8230601524284378	<1e-05	<1e-05	NEU
NMH002_NPC_24H:BRD-K22429181-001-12-6:10	DB00162	Vitamin A	-0.3506433223752659	-1.8225965063503111	<1e-05	<1e-05	NPC
LJP007_NPC.CAS9_24H:H07	DB09053	Ibrutinib	-0.34216863757455573	-1.8219936168118467	<1e-05	<1e-05	NPC.CAS9
LJP007_NPC.CAS9_24H:A03	DB02546	Vorinostat	0.36762423250227355	1.821208633174697	<1e-05	<1e-05	NPC.CAS9
CPC015_SKB_24H:BRD-K63828191-003-11-5:10	DB00481	Raloxifene	0.30192058795931787	1.8203444326938178	<1e-05	<1e-05	SKB
CPC013_SKB_24H:BRD-A19500257:10	DB02424	Geldanamycin	0.3295683046411432	1.8200864145336089	<1e-05	<1e-05	SKB
LJP007_NEU_24H:G14	DB01254	Dasatinib	-0.3496163224553703	-1.819388315254212	<1e-05	<1e-05	NEU
CPC013_SKB_24H:BRD-K31553034-001-01-4:10	DB06629	Zibotentan	0.3066182537431965	1.8187480644558849	<1e-05	<1e-05	SKB
CPC015_NPC_24H:BRD-A51820102-008-16-4:10	DB07705	(S)-econazole	-0.2916424266098021	-1.81861777288459	<1e-05	<1e-05	NPC
CPC017_NPC_24H:BRD-A39747742-001-03-5:10	DB13956	Estradiol valerate	-0.37180812906563177	-1.8180382916945306	<1e-05	<1e-05	NPC
CPC015_SKB_24H:BRD-K45158365-001-05-6:10	DB00177	Valsartan	-0.3158935137938213	-1.81646215050483	<1e-05	<1e-05	SKB
LJP009_SKL_24H:O24	DB07232	Veliparib	-0.3242524961176279	-1.815933817983598	<1e-05	<1e-05	SKL
DOSBIO002_NEU_24H:BRD-A13084692:3.33333	DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	-0.3383926191768022	-1.8158771625894612	<1e-05	<1e-05	NEU
LPROT002_NPC.TAK_6H:C04	DB00773	Etoposide	0.3470318690954265	1.8148658102421462	<1e-05	<1e-05	NPC.TAK
LJP007_SKL_24H:K10	DB11962	GSK-1059615	-0.33347146996602095	-1.8134586898078269	<1e-05	<1e-05	SKL
CPC018_NPC_24H:BRD-K77987382-001-08-2:10	DB00643	Mebendazole	0.3489417353424875	1.8117036622864755	<1e-05	<1e-05	NPC
LJP007_NPC_24H:O03	DB07101	PD-0325901	0.3325461941478652	1.8112447394607718	<1e-05	<1e-05	NPC
LJP009_NEU_24H:F02	DB11962	GSK-1059615	-0.3243025204421998	-1.8112428812160393	<1e-05	<1e-05	NEU
